Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR POWER,VLS252010HBX-1R0M-1,inductors\Inductor,1uH,2.55A,3.22A,65mOhm Max,,1MHz,,1uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_vls252010hbx-1_en.pdf?ref_disty=digikey,FIXED IND 1UH 2.55A 65 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,VLS252010HBX-2R2M-1,inductors\Inductor,2.2uH,1.76A,2.3A,120mOhm Max,,1MHz,,2.2uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_vls252010hbx-1_en.pdf?ref_disty=digikey,FIXED IND 2.2UH 1.76A 120 MOHM,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,VLS252010HBX-R24M-1,inductors\Inductor,240nH,3.91A,6.55A,29mOhm Max,,1MHz,,240nH,±20%,,Metal,,1008 (2520 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_vls252010hbx-1_en.pdf?ref_disty=digikey,FIXED IND 240NH 3.91A 29 MOHM,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,VLS252010HBX-R47M-1,inductors\Inductor,470nH,3.32A,4.53A,35mOhm Max,,1MHz,,470nH,±20%,,Metal,,1008 (2520 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_vls252010hbx-1_en.pdf?ref_disty=digikey,FIXED IND 470NH 3.32A 35 MOHM,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,7443556082,inductors\Inductor,820nH,41.5A,65A,0.54mOhm,85MHz,100kHz,,820nH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556082.pdf,FIXED IND 820NH 41.5A 0.54 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556260,inductors\Inductor,2.6uH,31.5A,50A,1.58mOhm,42MHz,100kHz,,2.6uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556260.pdf,FIXED IND 2.6UH 31.5A 1.58 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556190,inductors\Inductor,1.9uH,32.5A,52A,1.2mOhm,51MHz,100kHz,,1.9uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556190.pdf,FIXED IND 1.9UH 32.5A 1.2 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556560,inductors\Inductor,5.6uH,19A,33A,3.7mOhm,28MHz,100kHz,,5.6uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556560.pdf,FIXED IND 5.6UH 19A 3.7 MOHM SMD,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556130,inductors\Inductor,1.3uH,34.5A,62A,0.94mOhm,78MHz,100kHz,,1.3uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556130.pdf,FIXED IND 1.3UH 34.5A 0.94 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443557560,inductors\Inductor,5.6uH,25A,27A,2.82mOhm,26MHz,100kHz,,5.6uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443557560.pdf,FIXED IND 5.6UH 25A 2.82 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556450,inductors\Inductor,4.5uH,20.5A,37A,3.4mOhm,35MHz,100kHz,,4.5uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556450.pdf,FIXED IND 4.5UH 20.5A 3.4 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556350,inductors\Inductor,3.5uH,22.5A,37A,3.1mOhm,38MHz,100kHz,,3.5uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556350.pdf,FIXED IND 3.5UH 22.5A 3.1 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435571100,inductors\Inductor,10uH,16.5A,18.5A,6.9mOhm,16MHz,100kHz,,10uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435571100.pdf,FIXED IND 10UH 16.5A 6.9 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435574700,inductors\Inductor,47uH,6.8A,7A,33.5mOhm,7.5MHz,100kHz,,47uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435574700.pdf,FIXED IND 47UH 6.8A 33.5 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443557760,inductors\Inductor,7.6uH,20A,20.5A,3.75mOhm,20MHz,100kHz,,7.6uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443557760.pdf,FIXED IND 7.6UH 20A 3.75 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435571500,inductors\Inductor,15uH,14A,14A,9mOhm,14MHz,100kHz,,15uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435571500.pdf,FIXED IND 15UH 14A 9 MOHM SMD,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435573300,inductors\Inductor,33uH,8.5A,9A,21.7mOhm,9.5MHz,100kHz,,33uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435573300.pdf,FIXED IND 33UH 8.5A 21.7 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435572200,inductors\Inductor,22uH,11A,11A,14.6mOhm,10.5MHz,100kHz,,22uH,±20%,,Metal Composite,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435572200.pdf,FIXED IND 22UH 11A 14.6 MOHM SMD,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,7443556680,inductors\Inductor,6.8uH,18.5A,27A,4.1mOhm,24MHz,100kHz,,6.8uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/7443556680.pdf,FIXED IND 6.8UH 18.5A 4.1 MOHM,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,74435561100,inductors\Inductor,10uH,15A,21.5A,6.9mOhm,14MHz,100kHz,,10uH,±20%,,Nonstandard,,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/74435561100.pdf,FIXED IND 10UH 15A 6.9 MOHM SMD,Surface Mount,0.362 (9.20mm),0.720 L x 0.717 W (18.30mm x 18.20mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,744309025,inductors\Inductor,250nH,47.5A,81A,0.165mOhm,300MHz,100kHz,,250nH,±20%,,Manganese Zinc Ferrite (MnZn),,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/744309025.pdf,FIXED IND 250NH 47.5A 0.165 MOHM,Surface Mount,0.374 (9.50mm),0.551 L x 0.512 W (14.00mm x 13.00mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,744309047,inductors\Inductor,470nH,47.5A,40.5A,0.165mOhm,95MHz,100kHz,,470nH,±20%,,Manganese Zinc Ferrite (MnZn),,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/744309047.pdf,FIXED IND 470NH 47.5A 0.165 MOHM,Surface Mount,0.374 (9.50mm),0.551 L x 0.512 W (14.00mm x 13.00mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,744309033,inductors\Inductor,330nH,47.5A,62.5A,0.165mOhm,158MHz,100kHz,,330nH,±20%,,Manganese Zinc Ferrite (MnZn),,Nonstandard,L,,,https://katalog.we-online.de/pbs/datasheet/744309033.pdf,FIXED IND 330NH 47.5A 0.165 MOHM,Surface Mount,0.374 (9.50mm),0.551 L x 0.512 W (14.00mm x 13.00mm),2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR POWER,NRS5030T220MMGJV,inductors\Inductor,22uH,1.05A,1.4A,234mOhm Max,13MHz,100kHz,,22uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T220MMGJV  &u=M,FIXED IND 22UH 1.05A 234 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T470MMGJV,inductors\Inductor,47uH,700mA,950mA,422.5mOhm Max,9MHz,100kHz,,47uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T470MMGJV  &u=M,FIXED IND 47UH 700MA 422.5 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T3R3MMGJV,inductors\Inductor,3.3uH,3A,3.6A,39mOhm Max,36MHz,100kHz,,3.3uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T3R3MMGJV  &u=M,FIXED IND 3.3UH 3A 39 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T150MMGJV,inductors\Inductor,15uH,1.4A,1.6A,162.5mOhm Max,14MHz,100kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T150MMGJV  &u=M,FIXED IND 15UH 1.4A 162.5 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T330MMGJV,inductors\Inductor,33uH,800mA,1.15A,292.5mOhm Max,10MHz,100kHz,,33uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T330MMGJV  &u=M,FIXED IND 33UH 800MA 292.5 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T100MMGJV,inductors\Inductor,10uH,1.7A,2.1A,91mOhm Max,20MHz,100kHz,,10uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T100MMGJV  &u=M,FIXED IND 10UH 1.7A 91 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T6R8MMGJV,inductors\Inductor,6.8uH,2.3A,2.5A,67.6mOhm Max,22MHz,100kHz,,6.8uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T6R8MMGJV  &u=M,FIXED IND 6.8UH 2.3A 67.6 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T2R2NMGJV,inductors\Inductor,2.2uH,3.5A,4.2A,29.9mOhm Max,46MHz,100kHz,,2.2uH,±30%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T2R2NMGJV  &u=M,FIXED IND 2.2UH 3.5A 29.9 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030TR47NMGJV,inductors\Inductor,470nH,5A,9A,13mOhm Max,185MHz,100kHz,,470nH,±30%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030TR47NMGJV  &u=M,FIXED IND 470NH 5A 13 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T4R7MMGJV,inductors\Inductor,4.7uH,2.6A,3.1A,45.5mOhm Max,31MHz,100kHz,,4.7uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T4R7MMGJV  &u=M,FIXED IND 4.7UH 2.6A 45.5 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T4R7MMGJ,inductors\Inductor,4.7uH,2.6A,3.1A,35mOhm,31MHz,100kHz,,4.7uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 4.7UH 2.6A 35 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T100MMGJ,inductors\Inductor,10uH,1.7A,2.1A,70mOhm,20MHz,100kHz,,10uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 10UH 1.7A 70 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T1R0NMGJV,inductors\Inductor,1uH,4A,6.6A,19.5mOhm Max,110MHz,100kHz,,1uH,±30%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T1R0NMGJV  &u=M,FIXED IND 1UH 4A 19.5 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T330MMGJ,inductors\Inductor,33uH,800mA,1.15A,225mOhm,10MHz,100kHz,,33uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 33UH 800MA 225 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T470MMGJ,inductors\Inductor,47uH,700mA,950mA,325mOhm,9MHz,100kHz,,47uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 47UH 700MA 325 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T2R2NMGJ,inductors\Inductor,2.2uH,3.5A,4.2A,23mOhm,46MHz,100kHz,,2.2uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 2.2UH 3.5A 23 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T1R0NMGJ,inductors\Inductor,1uH,4A,6.6A,19.5mOhm Max,110MHz,100kHz,,1uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 1UH 4A 15 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030TR47NMGJ,inductors\Inductor,470nH,5A,9A,10mOhm,185MHz,100kHz,,470nH,±30%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030TR47NMGJ  &u=M,FIXED IND 470NH 5A 10 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T6R8MMGJ,inductors\Inductor,6.8uH,2.3A,2.5A,52mOhm,22MHz,100kHz,,6.8uH,±20%,,Ferrite,,Nonstandard,L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=NRS5030T6R8MMGJ  &u=M,FIXED IND 6.8UH 2.3A 52 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T220MMGJ,inductors\Inductor,22uH,1.05A,1.4A,180mOhm,13MHz,100kHz,,22uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 22UH 1.05A 180 MOHM,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T150MMGJ,inductors\Inductor,15uH,1.4A,1.6A,125mOhm,14MHz,100kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 15UH 1.4A 125 MOHM SMD,Surface Mount,0.118 (3.00mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,NRS5030T3R3MMGJ,inductors\Inductor,3.3uH,3A,3.6A,30mOhm,36MHz,100kHz,,3.3uH,±20%,,Ferrite,,Nonstandard,L,,,https://www.yuden.co.jp/productdata/catalog/wound04_e.pdf,FIXED IND 3.3UH 3A 30 MOHM SMD,Surface Mount,0.122 (3.10mm),0.193 L x 0.193 W (4.90mm x 4.90mm),2,-25°C ~ 120°C,,Taiyo Yuden,,,
INDUCTOR POWER,CVH252009-1R0M,inductors\Inductor,1uH,1.6A,,55mOhm Max,60MHz,1MHz,,1uH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 1UH 1.6A 55 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CVH252009-3R3M,inductors\Inductor,3.3uH,1.2A,,100mOhm Max,30MHz,1MHz,,3.3uH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 3.3UH 1.2A 100MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CVH252009-R47M,inductors\Inductor,470nH,1.8A,,40mOhm Max,100MHz,1MHz,,470nH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 470NH 1.8A 40 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CVH252009-1R5M,inductors\Inductor,1.5uH,1.5A,,70mOhm Max,50MHz,1MHz,,1.5uH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 1.5UH 1.5A 70 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CVH252009-2R2M,inductors\Inductor,2.2uH,1.3A,,80mOhm Max,40MHz,1MHz,,2.2uH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 2.2UH 1.3A 80 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CVH252009-4R7M,inductors\Inductor,4.7uH,1.1A,,110mOhm Max,25MHz,1MHz,,4.7uH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/CVH.pdf,FIXED IND 4.7UH 1.1A 110MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,CIGT252010LM1R0MNE,inductors\Inductor,1uH,3.1A,4.2A,50mOhm Max,,1MHz,,1uH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010LM1R0MNE.jsp,FIXED IND 1UH 3.1A 50MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010LMR24MNE,inductors\Inductor,240nH,6A,8.5A,16mOhm Max,,1MHz,,240nH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010LMR24MNE.jsp,FIXED IND 240NH 6A 16MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010LMR33MNE,inductors\Inductor,330nH,5A,7.3A,22mOhm Max,,1MHz,,330nH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010LMR33MNE.jsp,FIXED IND 330NH 5A 22MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010LMR47MNE,inductors\Inductor,470nH,4.2A,6A,29mOhm Max,,1MHz,,470nH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010LMR47MNE.jsp,FIXED IND 470NH 4.2A 29MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010EH2R2MNE,inductors\Inductor,2.2uH,2.4A,2.7A,80mOhm Max,,1MHz,,2.2uH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010EH2R2MNE.jsp,FIXED IND 2.2UH 2.4A 80MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010EH1R0MNE,inductors\Inductor,1uH,4.1A,5A,30mOhm Max,,1MHz,,1uH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010EH1R0MNE.jsp,FIXED IND 1UH 4.1A 30MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,CIGT252010LM1R5MNE,inductors\Inductor,1.5uH,2.6A,3.5A,78mOhm Max,,1MHz,,1.5uH,±20%,,Metal Composite,,1008 (2520 Metric),L,,,http://www.samsungsem.com/kr/support/product-search/inductor/CIGT252010LM1R5MNE.jsp,FIXED IND 1.5UH 2.6A 78MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 125°C,,Samsung Electro-Mechanics,,,
INDUCTOR POWER,LQM2HPN3R3MJ0L,inductors\Inductor,3.3uH,1A,,150mOhm Max,30MHz,1MHz,,3.3uH,±20%,,1008 (2520 Metric),,1008 (2520 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0016.pdf,FIXED IND 3.3UH 1A 120 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQM2HPNR47MG0L,inductors\Inductor,470nH,1.8A,,50mOhm Max,100MHz,1MHz,,470nH,±20%,,Ferrite,,1008 (2520 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0019.pdf,FIXED IND 470NH 1.8A 40 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-55°C ~ 125°C,,Murata Electronics,,,
