Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR RF,BWCS00161008R27G00,inductors\Inductor,270nH,170mA,,2.8Ohm Max,900MHz,100MHz,24 @ 100MHz,270nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100882NG00,inductors\Inductor,82nH,400mA,,540mOhm Max,1.7GHz,150MHz,34 @ 150MHz,82nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS00161008R12G00,inductors\Inductor,120nH,300mA,,750mOhm Max,1.3GHz,150MHz,32 @ 150MHz,120nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100839NG00,inductors\Inductor,39nH,600mA,,250mOhm Max,2.2GHz,250MHz,40 @ 250MHz,39nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100833NG00,inductors\Inductor,33nH,600mA,,220mOhm Max,2.3GHz,250MHz,40 @ 250MHz,33nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100822NG00,inductors\Inductor,22nH,700mA,,190mOhm Max,3GHz,250MHz,38 @ 250MHz,22nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS00161008R18G00,inductors\Inductor,180nH,240mA,,1.25Ohm Max,990MHz,100MHz,25 @ 100MHz,180nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS001610083N3H00,inductors\Inductor,3.3nH,700mA,,45mOhm Max,5.9GHz,250MHz,35 @ 250MHz,3.3nH,±3%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS001610087N5G00,inductors\Inductor,7.5nH,700mA,,106mOhm Max,4.8GHz,250MHz,28 @ 250MHz,7.5nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS001610088N2G00,inductors\Inductor,8.2nH,700mA,,109mOhm Max,4.7GHz,250MHz,28 @ 250MHz,8.2nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS00161008R39G00,inductors\Inductor,390nH,100mA,,4.35Ohm Max,900MHz,100MHz,25 @ 100MHz,390nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100818NG00,inductors\Inductor,18nH,700mA,,170mOhm Max,3.1GHz,250MHz,35 @ 250MHz,18nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100810NG00,inductors\Inductor,10nH,700mA,,130mOhm Max,4.8GHz,250MHz,31 @ 250MHz,10nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS001610086N8G00,inductors\Inductor,6.8nH,700mA,,110mOhm Max,5.8GHz,250MHz,27 @ 250MHz,6.8nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,BWCS0016100812NG00,inductors\Inductor,12nH,700mA,,130mOhm Max,4GHz,250MHz,35 @ 250MHz,12nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.chilisin.com/upload/media/product/rf/file/BWCS_Series.pdf,RF INDUCTOR WW,Surface Mount,,,2,-40°C ~ 125°C,,Chilisin Electronics,,,
INDUCTOR RF,LQW18CN85NJ00D,inductors\Inductor,85nH,1.4A,,60mOhm Max,1.38GHz,10MHz,,85nH,±5%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/inductor/chip/o05e.ashx?la=en-us,FIXED IND 85NH 1.4A 60 MOHM SMD,Surface Mount,0.037 (0.95mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 85°C,,Murata Electronics,,,
INDUCTOR RF,AISC-0603F-R10K-T,inductors\Inductor,100nH,850mA,,110mOhm Max,1.37GHz,7.9MHz,,100nH,±10%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://abracon.com/Magnetics/inductors/AISC-0603F.pdf,FIXED IND 100NH 850MA 110 MOHM,Surface Mount,0.047 (1.20mm),0.063 L x 0.039 W (1.60mm x 1.00mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR RF,LQW18CNR10K00D,inductors\Inductor,100nH,1A,,100mOhm Max,1.26GHz,10MHz,,100nH,±10%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/inductor/chip/o05e.ashx?la=en-us,FIXED IND 100NH 1A 100 MOHM SMD,Surface Mount,0.037 (0.95mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 85°C,,Murata Electronics,,,
INDUCTOR RF,AISC-0603F-R12J-T,inductors\Inductor,120nH,670mA,,180mOhm Max,1.34GHz,7.9MHz,,120nH,±5%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://abracon.com/Magnetics/inductors/AISC-0603F.pdf,FIXED IND 120NH 670MA 180 MOHM,Surface Mount,0.047 (1.20mm),0.063 L x 0.039 W (1.60mm x 1.00mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR RF,L0603B4R7MDWFT,inductors\Inductor,4.7uH,470mA,,240mOhm,45MHz,7.96MHz,,4.7µH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://api.kemet.com/component-edge/download/datasheet/L0603B4R7MDWFT.pdf,INDUCTORPWR IND FOR DC/DC CONVER,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,KEMET,,,
INDUCTOR RF,L0603B100MDWFT,inductors\Inductor,10uH,380mA,,360mOhm,32MHz,2.52MHz,,10µH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://api.kemet.com/component-edge/download/datasheet/L0603B100MDWFT.pdf,INDUCTORPWR IND FOR DC/DC CONVER,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,KEMET,,,
INDUCTOR RF,L0603B220MDWFT,inductors\Inductor,22uH,230mA,,1Ohm,16MHz,2.52MHz,,22µH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://api.kemet.com/component-edge/download/datasheet/L0603B220MDWFT.pdf,INDUCTORPWR IND FOR DC/DC CONVER,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,KEMET,,,
INDUCTOR RF,L0603B1R0MDWFT,inductors\Inductor,1uH,770mA,,90mOhm,100MHz,7.96MHz,,1µH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://api.kemet.com/component-edge/download/datasheet/L0603B1R0MDWFT.pdf,INDUCTORPWR IND FOR DC/DC CONVER,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,KEMET,,,
INDUCTOR RF,PM0603-10NJ-RC,inductors\Inductor,10nH,700mA,,130mOhm,4.8GHz,250MHz,30 @ 250MHz,10nH,±5%,,Alumina,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/pm0603_series.pdf,FIXED IND 10NH 700MA 130MOHM SMD,Surface Mount,0.047 (1.20mm),0.065 L x 0.041 W (1.65mm x 1.05mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR RF,BRC1608TR45M,inductors\Inductor,450nH,800mA,1.25A,90mOhm,200MHz,7.96MHz,,450nH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRC1608TR45M  &u=M,FIXED IND 450NH 800MA 90 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,BRC1608TR20M,inductors\Inductor,200nH,980mA,1.75A,60mOhm,400MHz,7.96MHz,,200nH,±20%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=BRC1608TR20M  &u=M,FIXED IND 200NH 980MA 60 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,MBKK1608H4R7M,inductors\Inductor,4.7uH,500mA,370mA,730mOhm Max,,1MHz,,4.7µH,±20%,,Metal,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MBKK1608H4R7M &u=M,FIXED IND 4.7H 500MA 730 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR RF,MBKK1608HR47N,inductors\Inductor,470nH,1.4A,1.1A,104mOhm Max,,1MHz,,470nH,±30%,,Metal,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MBKK1608HR47N &u=M,FIXED IND 470NH 1.4A 104 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR RF,AISC-0603HP-3N3B-T,inductors\Inductor,3.3nH,1.7A,,35mOhm Max,6.9GHz,250MHz,35 @ 250MHz,3.3nH,±0.2nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://abracon.com/Magnetics/inductors/AISC-0603HP.pdf,FIXED IND 3.3NH 1.7A 35 MOHM SMD,Surface Mount,0.040 (1.02mm),0.071 L x 0.044 W (1.80mm x 1.12mm),2,-40°C ~ 125°C,,Abracon LLC,,,
INDUCTOR RF,CW160808-R27J,inductors\Inductor,270nH,170mA,,2.3Ohm,990MHz,100MHz,25 @ 100MHz,270nH,±5%,,Alumina,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/cw160808.pdf,FIXED IND 270NH 170MA 2.3OHM SMD,Surface Mount,0.047 (1.20mm),0.065 L x 0.041 W (1.65mm x 1.05mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR RF,CW160808-R10J,inductors\Inductor,100nH,400mA,,710mOhm,1.4GHz,150MHz,34 @ 250MHz,100nH,±5%,,Alumina,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.bourns.com/docs/Product-Datasheets/cw160808.pdf,FIXED IND 100NH 400MA 710MOHM SM,Surface Mount,0.047 (1.20mm),0.065 L x 0.041 W (1.65mm x 1.05mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR RF,AISC-0603F-1R0J-T,inductors\Inductor,1uH,280mA,,940mOhm Max,410MHz,7.9MHz,,1µH,±5%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://abracon.com/Magnetics/inductors/AISC-0603F.pdf,FIXED IND 1UH 280MA 940 MOHM SMD,Surface Mount,0.047 (1.20mm),0.063 L x 0.039 W (1.60mm x 1.00mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR RF,PE-0603CD5N1JTT,inductors\Inductor,5.1nH,700mA,,108mOhm Max,5.7GHz,250MHz,20 @ 250MHz,5.1nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/WC709/doc_part/WC709.pdf,FIXED IND 5.1NH 700MA 108 MOHM,Surface Mount,0.040 (1.02mm),0.071 L x 0.049 W (1.80mm x 1.24mm),2,-40°C ~ 125°C,,Pulse Electronics Network,,,
INDUCTOR RF,AISC-0603F-100J-T,inductors\Inductor,10uH,100mA,,5Ohm Max,30MHz,2.5MHz,,10µH,±5%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://abracon.com/Magnetics/inductors/AISC-0603F.pdf,FIXED IND 10UH 100MA 5 OHM SMD,Surface Mount,0.047 (1.20mm),0.063 L x 0.039 W (1.60mm x 1.00mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR RF,B82496C3390J000,inductors\Inductor,39nH,300mA,,800mOhm Max,2.5GHz,100MHz,14 @ 100MHz,39nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 39NH 300MA 800 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3189A000,inductors\Inductor,1.8nH,1.5A,,33mOhm Max,12GHz,100MHz,12 @ 100MHz,1.8nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.8NH 1.5A 33 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3829J000,inductors\Inductor,8.2nH,650mA,,180mOhm Max,6GHz,100MHz,14 @ 100MHz,8.2nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 8.2NH 650MA 180 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3470J000,inductors\Inductor,47nH,270mA,,950mOhm Max,2.5GHz,100MHz,14 @ 100MHz,47nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 47NH 270MA 950 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3339A000,inductors\Inductor,3.3nH,1.2A,,60mOhm Max,9GHz,100MHz,14 @ 100MHz,3.3nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 3.3NH 1.2A 60 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3330J000,inductors\Inductor,33nH,350mA,,600mOhm Max,3GHz,100MHz,14 @ 100MHz,33nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 33NH 350MA 600 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3150J000,inductors\Inductor,15nH,420mA,,400mOhm Max,4.5GHz,100MHz,14 @ 100MHz,15nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 15NH 420MA 400 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3101J000,inductors\Inductor,100nH,200mA,,1.8Ohm Max,1.8GHz,100MHz,14 @ 100MHz,100nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 100NH 200MA 1.8 OHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3270J000,inductors\Inductor,27nH,360mA,,550mOhm Max,3GHz,100MHz,14 @ 100MHz,27nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 27NH 360MA 550 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3399J000,inductors\Inductor,3.9nH,1.1A,,65mOhm Max,8GHz,100MHz,14 @ 100MHz,3.9nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 3.9NH 1.1A 65 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3180J000,inductors\Inductor,18nH,400mA,,450mOhm Max,4GHz,100MHz,14 @ 100MHz,18nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 18NH 400MA 450 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3820J000,inductors\Inductor,82nH,220mA,,1.5Ohm Max,2GHz,100MHz,14 @ 100MHz,82nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 82NH 220MA 1.5 OHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3100J000,inductors\Inductor,10nH,600mA,,200mOhm Max,5GHz,100MHz,14 @ 100MHz,10nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 10NH 600MA 200 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3229A000,inductors\Inductor,2.2nH,1.5A,,35mOhm Max,10GHz,100MHz,14 @ 100MHz,2.2nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 2.2NH 1.5A 35 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3120J000,inductors\Inductor,12nH,450mA,,350mOhm Max,5GHz,100MHz,14 @ 100MHz,12nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 12NH 450MA 350 MOHM,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3159A000,inductors\Inductor,1.5nH,1.5A,,30mOhm Max,13GHz,100MHz,8 @ 100MHz,1.5nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.5NH 1.5A 30 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3109A000,inductors\Inductor,1nH,1.8A,,20mOhm Max,16GHz,100MHz,7 @ 100MHz,1nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1NH 1.8A 20 MOHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,B82496C3560J000,inductors\Inductor,56nH,250mA,,1.2Ohm Max,2.5GHz,100MHz,14 @ 100MHz,56nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 56NH 250MA 1.2 OHM SMD,Surface Mount,0.035 (0.90mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 150°C,,EPCOS (TDK),,,
INDUCTOR RF,PE-0603CD330JTT,inductors\Inductor,33nH,600mA,,220mOhm Max,2.3GHz,250MHz,35 @ 250MHz,33nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/WC709/doc_part/WC709.pdf,FIXED IND 33NH 600MA 220 MOHM,Surface Mount,0.040 (1.02mm),0.071 L x 0.049 W (1.80mm x 1.24mm),2,-40°C ~ 125°C,,Pulse Electronics Network,,,
INDUCTOR RF,PE-0603CD270JTT,inductors\Inductor,27nH,600mA,,220mOhm Max,2.8GHz,250MHz,35 @ 250MHz,27nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/WC709/doc_part/WC709.pdf,FIXED IND 27NH 600MA 220 MOHM,Surface Mount,0.040 (1.02mm),0.071 L x 0.049 W (1.80mm x 1.24mm),2,-40°C ~ 125°C,,Pulse Electronics Network,,,
INDUCTOR RF,PE-0603CD220JTT,inductors\Inductor,22nH,700mA,,190mOhm Max,3GHz,250MHz,35 @ 250MHz,22nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/WC709/doc_part/WC709.pdf,FIXED IND 22NH 700MA 190 MOHM,Surface Mount,0.040 (1.02mm),0.071 L x 0.049 W (1.80mm x 1.24mm),2,-40°C ~ 125°C,,Pulse Electronics Network,,,
INDUCTOR RF,PE-0603CD680JTT,inductors\Inductor,68nH,600mA,,340mOhm Max,1.7GHz,200MHz,35 @ 200MHz,68nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/WC709/doc_part/WC709.pdf,FIXED IND 68NH 600MA 340 MOHM,Surface Mount,0.040 (1.02mm),0.071 L x 0.049 W (1.80mm x 1.24mm),2,-40°C ~ 125°C,,Pulse Electronics Network,,,
INDUCTOR RF,CBMF1608T220K,inductors\Inductor,22uH,230mA,70mA,1.3Ohm Max,16MHz,2.52MHz,,22µH,±10%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=CBMF1608T220K  &u=M,FIXED IND 22UH 230MA 1.3 OHM SMD,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,CBMF1608T470K,inductors\Inductor,47uH,140mA,50mA,3.25Ohm Max,11MHz,2.52MHz,,47µH,±10%,,Ferrite,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=CBMF1608T470K  &u=M,FIXED IND 47UH 140MA 3.25 OHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,LBMF1608T470K,inductors\Inductor,47uH,35mA,,2.5Ohm,11MHz,2.52MHz,,47µH,±10%,,0603 (1608 Metric),L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LBMF1608T470K  &u=M,FIXED IND 47UH 35MA 2.5 OHM SMD,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
