"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-2R70-F/408-1710-1-ND/714548,"","","","","","","","",Thin Film,RES SMD 2.7 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.630000",Active,Susumu,RL1632R-2R70-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2000",Active,"0.5W, 1/2W","0.12","","2.7",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1710-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","2.7"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-1R20-F/RL16R1.2FCT-ND/714540,"","","","","","","","",Thin Film,RES SMD 1.2 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.633000",Active,Susumu,RL1632R-1R20-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2001",Active,"0.5W, 1/2W","0.12","","1.2",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R1.2FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","1.2"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R082-F/RL16R.082FCT-ND/714512,"","","","","","","","",Thin Film,RES 0.082 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.640000",Active,Susumu,RL1632R-R082-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2002",Active,"0.5W, 1/2W","0.12","","82m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.082FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","82m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632S-R051-F/RL16S.051FCT-ND/714507,"","","","","","","","",Thin Film,RES 0.051 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.643000",Active,Susumu,RL1632S-R051-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2003",Active,"0.5W, 1/2W","0.12","","51m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16S.051FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","51m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R130-F/RL16R.13FCT-ND/714517,"","","","","","","","",Thin Film,RES 0.13 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.647000",Active,Susumu,RL1632R-R130-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2004",Active,"0.5W, 1/2W","0.12","","130m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.13FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","130m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R075-F/RL16R.075FCT-ND/714511,"","","","","","","","",Thin Film,RES 0.075 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.650000",Active,Susumu,RL1632R-R075-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2005",Active,"0.5W, 1/2W","0.12","","75m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.075FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","75m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632T-R010-G/RL16T.010GCT-ND/714490,"","","","","","","","",Thin Film,RES 0.01 OHM 2% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.657000",Active,Susumu,RL1632T-R010-G,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2006",Active,"0.5W, 1/2W","0.12","","10m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16T.010GCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±2%,"","10m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-1R30-F/RL16R1.3FCT-ND/714541,"","","","","","","","",Thin Film,RES SMD 1.3 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.660000",Active,Susumu,RL1632R-1R30-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2007",Active,"0.5W, 1/2W","0.12","","1.3",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R1.3FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","1.3"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R068-F/RL16R.068FCT-ND/714510,"","","","","","","","",Thin Film,RES 0.068 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.663000",Active,Susumu,RL1632R-R068-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2008",Active,"0.5W, 1/2W","0.12","","68m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.068FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","68m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-3R30-F/RL16R3.3FCT-ND/714550,"","","","","","","","",Thin Film,RES SMD 3.3 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.667000",Active,Susumu,RL1632R-3R30-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2009",Active,"0.5W, 1/2W","0.12","","3.3",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R3.3FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","3.3"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R510-F/RL16R.51FCT-ND/714531,"","","","","","","","",Thin Film,RES 0.51 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.670000",Active,Susumu,RL1632R-R510-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2010",Active,"0.5W, 1/2W","0.12","","510m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.51FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","510m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R180-F/RL16R.18FCT-ND/714520,"","","","","","","","",Thin Film,RES 0.18 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.673000",Active,Susumu,RL1632R-R180-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2011",Active,"0.5W, 1/2W","0.12","","180m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.18FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","180m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-R220-F/RL16R.22FCT-ND/714522,"","","","","","","","",Thin Film,RES 0.22 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.680000",Active,Susumu,RL1632R-R220-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2012",Active,"0.5W, 1/2W","0.12","","220m",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R.22FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","220m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL1632R-2R20-F/RL16R2.2FCT-ND/714546,"","","","","","","","",Thin Film,RES SMD 2.2 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.683000",Active,Susumu,RL1632R-2R20-F,"1","2",-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"2013",Active,"0.5W, 1/2W","0.12","","2.2",RL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,RL16R2.2FCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1","",±1%,"","2.2"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-FX-2700ELF/118-CRM1206-FX-2700ELFCT-ND/10673827,"","","","","","","","",Thick Film,RES SMD 270 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.687000",Active,Bourns Inc.,CRM1206-FX-2700ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2014",Active,"0.5W, 1/2W","0.02","","270",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,"118-CRM1206-FX-2700ELFCT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","270"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-FX-47R0ELF/118-CRM1206-FX-47R0ELFCT-ND/10673799,"","","","","","","","",Thick Film,RES SMD 47 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.690000",Active,Bourns Inc.,CRM1206-FX-47R0ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2015",Active,"0.5W, 1/2W","0.02","","47",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,"118-CRM1206-FX-47R0ELFCT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","47"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-FX-1801ELF/118-CRM1206-FX-1801ELFCT-ND/10673706,"","","","","","","","",Thick Film,RES SMD 1.8K OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.693000",Active,Bourns Inc.,CRM1206-FX-1801ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2016",Active,"0.5W, 1/2W","0.02","","1.8k",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,"118-CRM1206-FX-1801ELFCT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","1.8k"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-FX-22R0ELF/118-CRM1206-FX-22R0ELFCT-ND/10668347,"","","","","","","","",Thick Film,RES SMD 22 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.697000",Active,Bourns Inc.,CRM1206-FX-22R0ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2017",Active,"0.5W, 1/2W","0.02","","22",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,"118-CRM1206-FX-22R0ELFCT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","22"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-JW-220ELF/118-CRM1206-JW-220ELFCT-ND/10673831,"","","","","","","","",Thick Film,RES SMD 22 OHM 5% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.703000",Active,Bourns Inc.,CRM1206-JW-220ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2018",Active,"0.5W, 1/2W","0.01","","22",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,"118-CRM1206-JW-220ELFCT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","22"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773449-3&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TLR2B10DR004FTDG/A129560CT-ND/8566764,"","","","","","","","",Metal Foil,RES 0.004 OHM 1% 1W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.024 (0.60mm)","2020-09-02 01:17:47.710000",Active,TE Connectivity Passive Product,TLR2B10DR004FTDG,"1","2",-55°C ~ 170°C,"1206 (3216 Metric)",TapeAndReel,"2019",Active,"1W","0.30","","4m","TLR, CGS","0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,A129560CT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","4m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773449-3&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TLR2B10DR008FTDG/A129562CT-ND/8566766,"","","","","","","","",Metal Foil,RES 0.008 OHM 1% 1W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.024 (0.60mm)","2020-09-02 01:17:47.713000",Active,TE Connectivity Passive Product,TLR2B10DR008FTDG,"1","2",-55°C ~ 170°C,"1206 (3216 Metric)",TapeAndReel,"2020",Active,"1W","0.30","","8m","TLR, CGS","0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,A129562CT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","8m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/TLR-2BW-2BP-2HW-3AP-3APS/TLR-2BW-2BP-2HW-3AP-3APS.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/TLR2BPDTD5L00F75/2019-TLR2BPDTD5L00F75CT-ND/9847556,"","","","","","","","",Metal Element,RES 5M OHM 1% 1.5W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.032 (0.81mm)","2020-09-02 01:17:47.717000",Active,"KOA Speer Electronics, Inc.",TLR2BPDTD5L00F75,"1","2",-65°C ~ 170°C,"1206 (3216 Metric)",CutTape,"2021",Active,"1.5W","0.97",AEC-Q200,"5m",TLR,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"2019-TLR2BPDTD5L00F75CT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","5m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/TLR-2BW-2BP-2HW-3AP-3APS/TLR-2BW-2BP-2HW-3AP-3APS.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/TLR2BPDTD4L00F75/2019-TLR2BPDTD4L00F75CT-ND/9847555,"","","","","","","","",Metal Element,RES 4M OHM 1% 1.5W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.032 (0.81mm)","2020-09-02 01:17:47.720000",Active,"KOA Speer Electronics, Inc.",TLR2BPDTD4L00F75,"1","2",-65°C ~ 170°C,"1206 (3216 Metric)",TapeAndReel,"2022",Active,"1.5W","0.30",AEC-Q200,"4m",TLR,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"2019-TLR2BPDTD4L00F75CT-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","4m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R006-G-T5/408-1566-1-ND/3737748,"","","","","","","","",Metal Foil,RES 0.006 OHM 2% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.727000",Active,Susumu,KRL1632E-M-R006-G-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2023",Active,"0.75W, 3/4W","0.09",AEC-Q200,"6m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1566-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±2%,"","6m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R008-G-T5/408-1568-1-ND/3737750,"","","","","","","","",Metal Foil,RES 0.008 OHM 2% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.730000",Active,Susumu,KRL1632E-M-R008-G-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2024",Active,"0.75W, 3/4W","0.09",AEC-Q200,"8m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1568-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±2%,"","8m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R018-F-T5/408-1573-1-ND/3737755,"","","","","","","","",Metal Foil,RES 0.018 OHM 1% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.737000",Active,Susumu,KRL1632E-M-R018-F-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2025",Active,"0.75W, 3/4W","0.09",AEC-Q200,"18m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1573-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","18m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R047-F-T5/408-1578-1-ND/3737760,"","","","","","","","",Metal Foil,RES 0.047 OHM 1% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.740000",Active,Susumu,KRL1632E-M-R047-F-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2026",Active,"0.75W, 3/4W","0.09",AEC-Q200,"47m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1578-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","47m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R220-F-T5/408-1586-1-ND/3737768,"","","","","","","","",Metal Foil,RES 0.22 OHM 1% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.747000",Active,Susumu,KRL1632E-M-R220-F-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2027",Active,"0.75W, 3/4W","0.09",AEC-Q200,"220m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1586-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","220m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition09_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/KRL1632E-M-R330-F-T5/408-1588-1-ND/3737770,"","","","","","","","",Metal Foil,RES 0.33 OHM 1% 3/4W 1206,"1206 (3216 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR1206,,,"0.028 (0.70mm)","2020-09-02 01:17:47.750000",Active,Susumu,KRL1632E-M-R330-F-T5,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2028",Active,"0.75W, 3/4W","0.09",AEC-Q200,"330m",KRL,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"408-1588-1-ND","","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","330m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_lvt.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/LVT12R0100FER/LVT12R0100FERCT-ND/9556182,"","","","","","","","",Metal Element,RES 0.01 OHM 1% 1W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.757000",Active,Ohmite,LVT12R0100FER,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2029",Active,"1W","0.07","","10m",LVT,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,LVT12R0100FERCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","10m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_lvt.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/LVT12R0200FER/LVT12R0200FERCT-ND/9556184,"","","","","","","","",Metal Element,RES 0.02 OHM 1% 1W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.760000",Active,Ohmite,LVT12R0200FER,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2030",Active,"1W","0.07","","20m",LVT,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,LVT12R0200FERCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","20m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_lvt.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/LVT12R0030GER/LVT12R0030GERCT-ND/9556180,"","","","","","","","",Metal Element,RES 0.003 OHM 2% 1W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.763000",Active,Ohmite,LVT12R0030GER,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2031",Active,"1W","0.09","","3m",LVT,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,LVT12R0030GERCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±2%,"","3m"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM0805_1206_2010.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM1206-FX-1000ELF/CRM1206-FX-1000ELFCT-ND/9677726,"","","","","","","","",Thick Film,RES SMD 100 OHM 1% 1/2W 1206,"1206 (3216 Metric)","",Current Sense,,,,STACKPOLE CSR1206,,,"0.026 (0.65mm)","2020-09-02 01:17:47.767000",Active,Bourns Inc.,CRM1206-FX-1000ELF,"1","2",-55°C ~ 155°C,"1206 (3216 Metric)",TapeAndReel,"2032",Active,"0.5W, 1/2W","0.02","","100",CRM1206,"0.122 L x 0.063 W (3.10mm x 1.60mm)",DigiKey,CRM1206-FX-1000ELFCT-ND,"","","","","","","","","","","1206",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","100"
