"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1050C/P122661CT-ND/8342261,"","","","","","","","",Thick Film,RES SMD 105 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.877000",Active,Panasonic Electronic Components,ERJ-1GNF1050C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2623",Active,"0.05W, 1/20W","0.01",AEC-Q200,"105Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122661CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","105Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1070C/P122665CT-ND/8342269,"","","","","","","","",Thick Film,RES SMD 107 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.873000",Active,Panasonic Electronic Components,ERJ-1GNF1070C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2625",Active,"0.05W, 1/20W","0.01",AEC-Q200,"107Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122665CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","107Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF10R5C/P122671CT-ND/8342281,"","","","","","","","",Thick Film,RES SMD 10.5 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.870000",Active,Panasonic Electronic Components,ERJ-1GNF10R5C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2627",Active,"0.05W, 1/20W","0.01",AEC-Q200,"10.5Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122671CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","10.5Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF10R7C/P122672CT-ND/8342283,"","","","","","","","",Thick Film,RES SMD 10.7 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.863000",Active,Panasonic Electronic Components,ERJ-1GNF10R7C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2629",Active,"0.05W, 1/20W","0.01",AEC-Q200,"10.7Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122672CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","10.7Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1151C/P122681CT-ND/8342301,"","","","","","","","",Thick Film,RES SMD 1.15K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.860000",Active,Panasonic Electronic Components,ERJ-1GNF1151C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2631",Active,"0.05W, 1/20W","0.01",AEC-Q200,"1.15kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122681CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1.15kOhms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1180C/P122684CT-ND/8342307,"","","","","","","","",Thick Film,RES SMD 118 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.857000",Active,Panasonic Electronic Components,ERJ-1GNF1180C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2633",Active,"0.05W, 1/20W","0.01",AEC-Q200,"118Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122684CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","118Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF11R0C/P122688CT-ND/8342315,"","","","","","","","",Thick Film,RES SMD 11 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.853000",Active,Panasonic Electronic Components,ERJ-1GNF11R0C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2634",Active,"0.05W, 1/20W","0.01",AEC-Q200,"11Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122688CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","11Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF11R3C/P122689CT-ND/8342317,"","","","","","","","",Thick Film,RES SMD 11.3 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.850000",Active,Panasonic Electronic Components,ERJ-1GNF11R3C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2637",Active,"0.05W, 1/20W","0.01",AEC-Q200,"11.3Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122689CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","11.3Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF11R8C/P122691CT-ND/8342321,"","","","","","","","",Thick Film,RES SMD 11.8 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.847000",Active,Panasonic Electronic Components,ERJ-1GNF11R8C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2639",Active,"0.05W, 1/20W","0.01",AEC-Q200,"11.8Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122691CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","11.8Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF12R4C/P122710CT-ND/8342359,"","","","","","","","",Thick Film,RES SMD 12.4 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.840000",Active,Panasonic Electronic Components,ERJ-1GNF12R4C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2642",Active,"0.05W, 1/20W","0.01",AEC-Q200,"12.4Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122710CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","12.4Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF12R7C/P122711CT-ND/8342361,"","","","","","","","",Thick Film,RES SMD 12.7 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.837000",Active,Panasonic Electronic Components,ERJ-1GNF12R7C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2644",Active,"0.05W, 1/20W","0.01",AEC-Q200,"12.7Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122711CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","12.7Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1330C/P122716CT-ND/8342371,"","","","","","","","",Thick Film,RES SMD 133 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.833000",Active,Panasonic Electronic Components,ERJ-1GNF1330C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2646",Active,"0.05W, 1/20W","0.01",AEC-Q200,"133Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122716CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","133Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1331C/P122717CT-ND/8342373,"","","","","","","","",Thick Film,RES SMD 1.33K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.830000",Active,Panasonic Electronic Components,ERJ-1GNF1331C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2648",Active,"0.05W, 1/20W","0.01",AEC-Q200,"1.33kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122717CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1.33kOhms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF13R0C/P122724CT-ND/8342387,"","","","","","","","",Thick Film,RES SMD 13 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.827000",Active,Panasonic Electronic Components,ERJ-1GNF13R0C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2650",Active,"0.05W, 1/20W","0.01",AEC-Q200,"13Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122724CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","13Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF13R3C/P122725CT-ND/8342389,"","","","","","","","",Thick Film,RES SMD 13.3 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.823000",Active,Panasonic Electronic Components,ERJ-1GNF13R3C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2652",Active,"0.05W, 1/20W","0.01",AEC-Q200,"13.3Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122725CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","13.3Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1431C/P122732CT-ND/8342403,"","","","","","","","",Thick Film,RES SMD 1.43K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.820000",Active,Panasonic Electronic Components,ERJ-1GNF1431C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2654",Active,"0.05W, 1/20W","0.01",AEC-Q200,"1.43kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122732CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1.43kOhms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF14R7C/P122741CT-ND/8342421,"","","","","","","","",Thick Film,RES SMD 14.7 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.813000",Active,Panasonic Electronic Components,ERJ-1GNF14R7C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2657",Active,"0.05W, 1/20W","0.01",AEC-Q200,"14.7Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122741CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","14.7Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF15R4C/P122755CT-ND/8342449,"","","","","","","","",Thick Film,RES SMD 15.4 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.810000",Active,Panasonic Electronic Components,ERJ-1GNF15R4C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2659",Active,"0.05W, 1/20W","0.01",AEC-Q200,"15.4Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122755CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","15.4Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF15R8C/P122756CT-ND/8342451,"","","","","","","","",Thick Film,RES SMD 15.8 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.807000",Active,Panasonic Electronic Components,ERJ-1GNF15R8C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2661",Active,"0.05W, 1/20W","0.01",AEC-Q200,"15.8Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122756CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","15.8Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF16R0C/P122773CT-ND/8342485,"","","","","","","","",Thick Film,RES SMD 16 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.803000",Active,Panasonic Electronic Components,ERJ-1GNF16R0C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2662",Active,"0.05W, 1/20W","0.01",AEC-Q200,"16Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122773CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","16Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1740C/P122777CT-ND/8342493,"","","","","","","","",Thick Film,RES SMD 174 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.800000",Active,Panasonic Electronic Components,ERJ-1GNF1740C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2664",Active,"0.05W, 1/20W","0.01",AEC-Q200,"174Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122777CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","174Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1820C/P122791CT-ND/8342521,"","","","","","","","",Thick Film,RES SMD 182 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.797000",Active,Panasonic Electronic Components,ERJ-1GNF1820C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2666",Active,"0.05W, 1/20W","0.01",AEC-Q200,"182Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122791CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","182Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF18R7C/P122801CT-ND/8342541,"","","","","","","","",Thick Film,RES SMD 18.7 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.790000",Active,Panasonic Electronic Components,ERJ-1GNF18R7C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2668",Active,"0.05W, 1/20W","0.01",AEC-Q200,"18.7Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122801CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","18.7Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1960C/P122806CT-ND/8342551,"","","","","","","","",Thick Film,RES SMD 196 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.787000",Active,Panasonic Electronic Components,ERJ-1GNF1960C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2670",Active,"0.05W, 1/20W","0.01",AEC-Q200,"196Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122806CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","196Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF19R1C/P122810CT-ND/8342559,"","","","","","","","",Thick Film,RES SMD 19.1 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.783000",Active,Panasonic Electronic Components,ERJ-1GNF19R1C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2672",Active,"0.05W, 1/20W","0.01",AEC-Q200,"19.1Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122810CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","19.1Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF19R6C/P122811CT-ND/8342561,"","","","","","","","",Thick Film,RES SMD 19.6 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.780000",Active,Panasonic Electronic Components,ERJ-1GNF19R6C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2674",Active,"0.05W, 1/20W","0.01",AEC-Q200,"19.6Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122811CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","19.6Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF2050C/P122815CT-ND/8342569,"","","","","","","","",Thick Film,RES SMD 205 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.777000",Active,Panasonic Electronic Components,ERJ-1GNF2050C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2676",Active,"0.05W, 1/20W","0.01",AEC-Q200,"205Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122815CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","205Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF20R5C/P122820CT-ND/8342579,"","","","","","","","",Thick Film,RES SMD 20.5 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.773000",Active,Panasonic Electronic Components,ERJ-1GNF20R5C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2678",Active,"0.05W, 1/20W","0.01",AEC-Q200,"20.5Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122820CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","20.5Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF21R5C/P122830CT-ND/8342599,"","","","","","","","",Thick Film,RES SMD 21.5 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.767000",Active,Panasonic Electronic Components,ERJ-1GNF21R5C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2680",Active,"0.05W, 1/20W","0.01",AEC-Q200,"21.5Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122830CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","21.5Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF2261C/P122840CT-ND/8342619,"","","","","","","","",Thick Film,RES SMD 2.26K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:14.763000",Active,Panasonic Electronic Components,ERJ-1GNF2261C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2682",Active,"0.05W, 1/20W","0.01",AEC-Q200,"2.26kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122840CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","2.26kOhms"
