"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Continuous Drain (Id) @ 25°C","Description","Device Package","Drain to Source Voltage (Vdss)","Drive Voltage (Max Rds On,  Min Rds On)","FET Feature","FET Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Gate Charge (Qg) (Max) @ Vgs","Input Capacitance (Ciss) (Max) @ Vds","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Power Dissipation (Max)","Price","Rds On (Max) @ Id, Vgs","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Vgs (Max)","Vgs(th) (Max) @ Id"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC0504NSI-DS-v02_00-EN.pdf?fileId=5546d4624eeb2bc7014f0286ff3c3d3d,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC0504NSIATMA1/BSC0504NSIATMA1CT-ND/8416906,"","","","","","","","","21A (Ta), 72A (Tc)",MOSFET N-CH 30V 21A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","15nC @ 10V","960pF @ 15V","2020-09-02 01:27:16.573000",Active,Infineon Technologies,BSC0504NSIATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 30W (Tc)","0.35","3.7mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC0504NSIATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC097N06NS-DS-v02_00-en.pdf?fileId=db3a304342371bb001424cdd69b87155,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC097N06NSATMA1/BSC097N06NSATMA1CT-ND/5413724,"","","","","","","","","46A (Tc)",MOSFET N-CH 60V 46A TDSON-8,"","60V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","15nC @ 10V","1075pF @ 30V","2020-09-02 01:27:16.583000",Active,Infineon Technologies,BSC097N06NSATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 36W (Tc)","0.33","9.7mOhm @ 40A, 10V",OptiMOS™,DigiKey,BSC097N06NSATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.3V @ 14µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC0904NSI_Rev+2.2.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432f29829e012f3073397339ef,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC0904NSIATMA1/BSC0904NSIATMA1CT-ND/3196475,"","","","","","","","","20A (Ta), 78A (Tc)",MOSFET N-CH 30V 20A 8TDSON,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","17nC @ 10V","1100pF @ 15V","2020-09-02 01:27:16.593000",Active,Infineon Technologies,BSC0904NSIATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 37W (Tc)","0.29","3.7mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC0904NSIATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC0906NS_Rev+2.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433072cd8f0130986c816b2f8c,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC0906NSATMA1/BSC0906NSATMA1CT-ND/3196476,"","","","","","","","","18A (Ta), 63A (Tc)",MOSFET N-CH 30V 18A 8TDSON,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","13nC @ 10V","870pF @ 15V","2020-09-02 01:27:16.600000",Active,Infineon Technologies,BSC0906NSATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 30W (Tc)","0.22","4.5mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC0906NSATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC037N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae9ad3b8e1c33,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC037N08NS5ATMA1/BSC037N08NS5ATMA1CT-ND/6564432,"","","","","","","","","100A (Tc)",MOSFET N-CH 80V 100A 8TDSON,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","58nC @ 10V","4200pF @ 40V","2020-09-02 01:27:16.623000",Active,Infineon Technologies,BSC037N08NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 114W (Tc)","1.02","3.7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC037N08NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 72µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC022N04LS_rev2.0.pdf?folderId=db3a3043163797a6011637d4bae7003b&fileId=db3a30433e82b1cf013e8454ca6c03c9,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC022N04LSATMA1/BSC022N04LSATMA1CT-ND/4806647,"","","","","","","","","100A (Tc)",MOSFET N-CH 40V 100A TDSON-8,"","40V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","37nC @ 10V","2600pF @ 20V","2020-09-02 01:27:16.640000",Active,Infineon Technologies,BSC022N04LSATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 69W (Tc)","0.55","2.2mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC022N04LSATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC052N03LS_Rev+2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432c64a60d012cbc1084350363,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC052N03LSATMA1/BSC052N03LSATMA1CT-ND/3196621,"","","","","","","","","17A (Ta), 57A (Tc)",MOSFET N-CH 30V 17A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","12nC @ 10V","770pF @ 15V","2020-09-02 01:27:16.653000",Active,Infineon Technologies,BSC052N03LSATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 28W (Tc)","0.32","5.2mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC052N03LSATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC052N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae38fc94f2b40,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC052N08NS5ATMA1/BSC052N08NS5ATMA1CT-ND/6564433,"","","","","","","","","95A (Tc)",MOSFET N-CH 80V 95A 8TDSON,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","40nC @ 10V","2900pF @ 40V","2020-09-02 01:27:16.663000",Active,Infineon Technologies,BSC052N08NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 83W (Tc)","0.79","5.2mOhm @ 47.5A, 10V",OptiMOS™,DigiKey,BSC052N08NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 49µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC093N15NS5-DS-v02_00-EN.pdf?fileId=5546d462503812bb01507033a3fa1175,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC093N15NS5ATMA1/BSC093N15NS5ATMA1CT-ND/6564437,"","","","","","","","","87A (Tc)",MOSFET N-CH 150V 87A TDSON-8,"","150V","8V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","40.7nC @ 10V","3230pF @ 75V","2020-09-02 01:27:16.677000",Active,Infineon Technologies,BSC093N15NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"139W (Tc)","1.42","9.3mOhm @ 44A, 10V",OptiMOS™,DigiKey,BSC093N15NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4.6V @ 107µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC026N08NS5-DS-v02_01-EN.pdf?fileId=5546d4624ad04ef9014ae2eace7629e0,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC026N08NS5ATMA1/BSC026N08NS5ATMA1CT-ND/6564429,"","","","","","","","","23A (Ta), 100A (Tc)",MOSFET N-CH 80V 23A 8TDSON,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","92nC @ 10V","6800pF @ 40V","2020-09-02 01:27:16.687000",Active,Infineon Technologies,BSC026N08NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 156W (Tc)","1.24","2.6mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC026N08NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 115µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC030N08NS5-DS-v02_02-EN.pdf?fileId=5546d4624ad04ef9014aed52f4210acf,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC030N08NS5ATMA1/BSC030N08NS5ATMA1CT-ND/6557003,"","","","","","","","","100A (Tc)",MOSFET N-CH 80V 100A 8TDSON,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","76nC @ 10V","5600pF @ 40V","2020-09-02 01:27:16.707000",Active,Infineon Technologies,BSC030N08NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 139W (Tc)","0.88","3mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC030N08NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 95µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC034N06NS-DS-v02_00-en.pdf?fileId=db3a304342371bb001424c65286a70be,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC034N06NSATMA1/BSC034N06NSATMA1CT-ND/6559919,"","","","","","","","","100A (Tc)",MOSFET N-CH 60V 100A 8TDSON,"","60V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","41nC @ 10V","3000pF @ 30V","2020-09-02 01:27:16.720000",Active,Infineon Technologies,BSC034N06NSATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 74W (Tc)","0.80","3.4mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC034N06NSATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.3V @ 41µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC036NE7NS3G_Rev2+0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304332fc1ee7013316e0d2607105,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC036NE7NS3GATMA1/BSC036NE7NS3GATMA1CT-ND/4318672,"","","","","","","","","100A (Tc)",MOSFET N-CH 75V 100A TDSON-8,"","75V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","63.4nC @ 10V","4400pF @ 37.5V","2020-09-02 01:27:16.740000",Active,Infineon Technologies,BSC036NE7NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 156W (Tc)","1.38","3.6mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC036NE7NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 110µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC007N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bcd9a63a4815,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC007N04LS6ATMA1/BSC007N04LS6ATMA1CT-ND/9859867,"","","","","","","","","100A",TRENCH <= 40V,"","40V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","94nC @ 4.5V","8400pF @ 20V","2020-09-02 01:27:16.757000",Active,Infineon Technologies,BSC007N04LS6ATMA1,"1",Surface Mount,-55°C ~ 175°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"188W","1.23","0.7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC007N04LS6ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.3V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC110N15NS5-DS-v02_01-EN.pdf?fileId=5546d46253f650570154a04caaad551a,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC110N15NS5ATMA1/BSC110N15NS5ATMA1CT-ND/7603801,"","","","","","","","","76A (Tc)",MOSFET N-CH 150V 76A 8TDSON,"","150V","8V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","35nC @ 10V","2770pF @ 75V","2020-09-02 01:27:16.777000",Active,Infineon Technologies,BSC110N15NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"125W (Tc)","1.26","11mOhm @ 38A, 10V",OptiMOS™,DigiKey,BSC110N15NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4.6V @ 91µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC035N10NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae8b5f3bc1b6f,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC035N10NS5ATMA1/BSC035N10NS5ATMA1CT-ND/5413722,"","","","","","","","","100A (Tc)",MOSFET N-CH 100V 100A TDSON-8,"","100V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","87nC @ 10V","6500pF @ 50V","2020-09-02 01:27:16.797000",Active,Infineon Technologies,BSC035N10NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 156W (Tc)","1.25","3.5mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC035N10NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 115µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC010N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bd076e184818,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC010N04LS6ATMA1/BSC010N04LS6ATMA1CT-ND/10054735,"","","","","","","","","40A (Ta), 100A (Tc)",TRENCH <= 40V,"","40V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","67nC @ 4.5V","4600pF @ 20V","2020-09-02 01:27:16.810000",Active,Infineon Technologies,BSC010N04LS6ATMA1,"1",Surface Mount,-55°C ~ 175°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"3W (Ta), 150W (Tc)","1.04","1mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC010N04LS6ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.3V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC028N06NST-DS-v02_01-EN.pdf?fileId=5546d462602a9dc80160546e6c1d2cbb,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC028N06NSTATMA1/BSC028N06NSTATMA1CT-ND/8655838,"","","","","","","","","24A (Ta), 100A (Tc)",DIFFERENTIATED MOSFETS,"","60V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","49nC @ 10V","3375pF @ 30V","2020-09-02 01:27:16.823000",Active,Infineon Technologies,BSC028N06NSTATMA1,"1",Surface Mount,-55°C ~ 175°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"3W (Ta), 100W (Tc)","0.88","2.8mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC028N06NSTATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.3V @ 50µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC027N06LS5-DS-v02_00-EN.pdf?fileId=5546d46258fc0bc101596e1c881234d6,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC027N06LS5ATMA1/BSC027N06LS5ATMA1CT-ND/9384608,"","","","","","","","","100A (Tc)",MOSFET N-CH 60V 100A 8TDSON,"","60V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","30nC @ 4.5V","4400pF @ 30V","2020-09-02 01:27:16.837000",Active,Infineon Technologies,BSC027N06LS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"83W (Tc)","0.87","2.7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC027N06LS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.3V @ 49µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC009NE2LS5I-DS-v02_00-EN.pdf?fileId=5546d4624bcaebcf014c09a38586234e,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC009NE2LS5IATMA1/BSC009NE2LS5IATMA1CT-ND/6564426,"","","","","","","","","40A (Ta), 100A (Tc)",MOSFET N-CH 25V 40A 8TDSON IND,"","25V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","49nC @ 10V","3200pF @ 12V","2020-09-02 01:27:16.850000",Active,Infineon Technologies,BSC009NE2LS5IATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 74W (Tc)","0.84","0.95mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC009NE2LS5IATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±16V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC040N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae3065a7e2a05,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC040N08NS5ATMA1/BSC040N08NS5ATMA1CT-ND/6559920,"","","","","","","","","100A (Tc)",MOSFET N-CH 80V 100A 8TDSON,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","54nC @ 10V","3900pF @ 40V","2020-09-02 01:27:16.863000",Active,Infineon Technologies,BSC040N08NS5ATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 104W (Tc)","0.83","4mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC040N08NS5ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-7,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.8V @ 67µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC0500NSI-DS-v02_00-EN.pdf?fileId=5546d4624eeb2bc7014efd4e65546362,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC0500NSIATMA1/BSC0500NSIATMA1CT-ND/9859870,"","","","","","","","","35A (Ta), 100A (Tc)",MOSFET N-CH 30V 35A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","52nC @ 10V","3300pF @ 15V","2020-09-02 01:27:16.863000",Active,Infineon Technologies,BSC0500NSIATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 69W (Tc)","0.75","1.3mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC0500NSIATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-6,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
