Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,MBR120VLSFT1G,diodes\Diode,,,1A,600µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,340mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR120VLSFT1-D.PDF,DIODE SCHOTTKY 20V 1A SOD123FL,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,"PMEG2010AEH,115",diodes\Diode,,"70pF @ 5V, 1MHz",1A (DC),200µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,430mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG2010AEH_PMEG2010AET.pdf,DIODE SCHOTTKY 20V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"CRS01(TE85L,Q,M)",diodes\Diode,,"40pF @ 10V, 1MHz",1A,1.5mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,360mV @ 1A,,,SOD-123F,,,,http://toshiba.semicon-storage.com/info/docget.jsp?did=3157&prodName=CRS01,DIODE SCHOTTKY 30V 1A SFLAT,Surface Mount,,2,-40°C ~ 125°C,,Toshiba Semiconductor and Storage,,,
DIODE,MBR2H100SFT3G,diodes\Diode,,,2A,40µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,840mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR2H100SF-D.PDF,DIODE SCHOTTKY 100V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,SMD2150PL-TP,diodes\Diode,,"210pF @ 4V, 1MHz",2A,500µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,900mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD2150PL-SMD220PL(SOD-123FL).pdf,DIODE SCHOTTKY 150V 2A SOD123FL,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SMD220PL-TP,diodes\Diode,,"210pF @ 4V, 1MHz",2A,500µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD2150PL-SMD220PL(SOD-123FL).pdf,DIODE SCHOTTKY 200V 2A SOD123FL,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE,RBR1MM40ATR,diodes\Diode,,,1A,50µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,520mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM40A/rbr1mm40atr-e,DIODE SCHOTTKY 40V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM40ATR,diodes\Diode,,,2A,50µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,620mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM40A/rbr2mm40atr-e,DIODE SCHOTTKY 40V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM60BTR,diodes\Diode,,,2A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,580mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM60B/rbr2mm60b-e,DIODE SCHOTTKY 60V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG3020EH,115",diodes\Diode,,"72pF @ 1V, 1MHz",2A (DC),1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,620mV @ 2A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG3020EH_EJ.pdf,DIODE SCHOTTKY 30V 2A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"PMEG3015EH,115",diodes\Diode,,"72pF @ 1V, 1MHz",1.5A (DC),1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,550mV @ 1.5A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG3015EH_EJ.pdf,DIODE SCHOTTKY 30V 1.5A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,MBR1H100SFT3G,diodes\Diode,,,1A,40µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,760mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR1H100SF-D.PDF,DIODE SCHOTTKY 100V 1A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,"BAT46WH,115",diodes\Diode,,,250mA (DC),9µA @ 100V,5.9ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 250mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/BAT46WH.pdf,DIODE SCHOTTKY 100V 250MA SOD123,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,NRVTS260ESFT1G,diodes\Diode,,,2A,12µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/NTS260ESF-D.PDF,DIODE SCHOTTKY 60V 2A SOD123FL,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,RB160MM-90TR,diodes\Diode,,,1A,100µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,730mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-90/rb160mm-90-e,DIODE SCHOTTKY 90V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG4010CEH,115",diodes\Diode,,"77pF @ 1V, 1MHz",1A (DC),50µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,570mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG4010CEH_PMEG4010CEJ.pdf,DIODE SCHOTTKY 40V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,"PMEG2005EH,115",diodes\Diode,,"80pF @ 1V, 1MHz",500mA (DC),200µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,390mV @ 500mA,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEGXX05EH_EJ_SER.pdf,DIODE SCHOTTKY 20V 500MA SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,MBR120VLSFT3G,diodes\Diode,,,1A,600µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,340mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR120VLSFT1-D.PDF,DIODE SCHOTTKY 20V 1A SOD123FL,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,SMD210PL-TP,diodes\Diode,,"210pF @ 4V, 1MHz",2A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD22PL-SMD210PL(SOD-123FL).pdf,DIODE SCHOTTKY 100V 2A SOD123FL,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SMD24PL-TP,diodes\Diode,,,2A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD22PL-SMD210PL(SOD-123FL).pdf,DIODE SCHOTTKY 40V 2A SOD123FL,Surface Mount,,2,-65°C ~ 125°C,,Micro Commercial Co,,,
DIODE,RBR2MM60ATFTR,diodes\Diode,,,2A,75µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM60ATF/rbr2mm60atftr-e,DIODE (RECTIFIER FRD) 60V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,1N5819HW1-7-F,diodes\Diode,,"30pF @ 10V, 1MHz",1A,500µA @ 40V,15ns,"Fast Recovery =< 500ns, > 200mA (Io)",40V,510mV @ 1A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/1N5819HW1.pdf,DIODE SBR 40V 1A SOD123F,Surface Mount,,2,-55°C ~ 125°C,,Diodes Incorporated,,,
DIODE,RB060MM-30TR,diodes\Diode,,,2A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,490mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB060MM-30/rb060mm-30-e,DIODE SCHOTTKY 30V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG2010EH,115",diodes\Diode,,"80pF @ 1V, 1MHz",1A (DC),200µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 1A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG2010EH_EJ_ET.pdf,DIODE SCHOTTKY 20V 1A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,RBR1MM60ATR,diodes\Diode,,,1A,75µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,530mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM60A/rbr1mm60atr-e,DIODE SCHOTTKY 60V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"CRS03(TE85L,Q,M)",diodes\Diode,,"40pF @ 10V, 1MHz",1A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,450mV @ 1A,,,SOD-123F,,,,http://toshiba.semicon-storage.com/info/docget.jsp?did=3159&prodName=CRS03,DIODE SCHOTTKY 30V 1A SFLAT,Surface Mount,,2,-40°C ~ 150°C,,Toshiba Semiconductor and Storage,,,
DIODE,NRVB140ESFT1G,diodes\Diode,,,1A,30µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,560mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR140ESF-D.PDF,DIODE SCHOTTKY 40V 1A SOD123FL,Surface Mount,,2,-55°C ~ 175°C,,ON Semiconductor,,,
DIODE,RBR1MM40ATFTR,diodes\Diode,,,1A,50µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,520mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR1MM40ATF/rbr1mm40atftr-e,DIODE (RECTIFIER FRD) 40V-VR 1A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SMD34PL-TP,diodes\Diode,,,3A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 3A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD32PL-SMD310PL(SOD-123FL)-A.pdf,DIODE SCHOTTKY 3A 40V SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,RBR2MM60CTR,diodes\Diode,,,2A,120µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,550mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM60C/rbr2mm60c-e,DIODE SCHOTTKY 60V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM-40TR,diodes\Diode,,,2A,550nA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,725mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM-40/rb068mm-40-e,DIODE SCHOTTKY 40V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM40ATFTR,diodes\Diode,,,2A,50µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,620mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM40ATF/rbr2mm40atftr-e,DIODE (RECTIFIER FRD) 40V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,"PMEG1030EH,115",diodes\Diode,,"85pF @ 1V, 1MHz",3A (DC),3mA @ 10V,,"Fast Recovery =< 500ns, > 200mA (Io)",10V,530mV @ 3A,,,SOD-123F,,,,https://assets.nexperia.com/documents/data-sheet/PMEG1030EH_EJ.pdf,DIODE SCHOTTKY 10V 3A SOD123F,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,RBR3MM40ATFTR,diodes\Diode,,,3A,80µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,620mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM40ATF/rbr3mm40atftr-e,DIODE (RECTIFIER FRD) 40V-VR 3A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,B260S1F-7,diodes\Diode,,"75pF @ 4V, 1MHz",2A,200µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,650mV @ 2A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/B260S1F.pdf,DIODE SCHOTTKY 60V 2A SOD123F,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,RB070MM-30TR,diodes\Diode,,,1.5A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,490mV @ 1.5A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB070MM-30/rb070mm-30-e,DIODE SCHOTTKY 30V 1.5A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR2MM40CTR,diodes\Diode,,,2A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,540mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM40C/rbr2mm40c-e,DIODE SCHOTTKY 40V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SMD22PL-TP,diodes\Diode,,,2A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD22PL-SMD210PL(SOD-123FL).pdf,DIODE SCHOTTKY 20V 2A SOD123FL,Surface Mount,,2,-65°C ~ 125°C,,Micro Commercial Co,,,
DIODE,RBR3MM30ATR,diodes\Diode,,,3A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,510mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM30A/rbr3mm30a-e,DIODE SCHOTTKY 30V 3A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB160MM-50TR,diodes\Diode,,,1A,30µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,510mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-50/rb160mm-50-e,DIODE SCHOTTKY 40V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR3MM60BTR,diodes\Diode,,,3A,120µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,610mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM60B/rbr3mm60b-e,DIODE SCHOTTKY 60V 3A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SMD18PL-TP,diodes\Diode,,,1A,500µA @ 80V,,"Fast Recovery =< 500ns, > 200mA (Io)",80V,850mV @ 1A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD15PL-SMD18PL(SOD-123FL).pdf,DIODE SCHOTTKY 80V 1A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,"CRS06(TE85L,Q,M)",diodes\Diode,,"60pF @ 10V, 1MHz",1A,1mA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,360mV @ 1A,,,SOD-123F,,,,http://toshiba.semicon-storage.com/info/docget.jsp?did=3165&prodName=CRS06,DIODE SCHOTTKY 20V 1A SFLAT,Surface Mount,,2,-40°C ~ 125°C,,Toshiba Semiconductor and Storage,,,
DIODE,RBR3MM40BTR,diodes\Diode,,,3A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,580mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM40B/rbr3mm40b-e,DIODE SCHOTTKY 40V 3A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB168MM-30TFTR,diodes\Diode,,,1A,600nA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,690mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB168MM-30TF/rb168mm-30tftr-e,RB168MM-30TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SMD310PL-TP,diodes\Diode,,,3A,100µA @ 5V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 3A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD32PL-SMD310PL(SOD-123FL)-V1.pdf,3ASCHOTTKYRECTIFIERSSOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SL36PL-TP,diodes\Diode,,,3A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,500mV @ 3A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SL34PL-SL310PL(SOD-123FL)-A.pdf,DIODE SCHOTTKY 3A 60V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,RB070MM-30TFTR,diodes\Diode,,,1.5A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,490mV @ 1.5A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB070MM-30TF/rb070mm-30tftr-e,RB070MM-30TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB060MM-40TFTR,diodes\Diode,,,2A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,560mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB060MM-40TF/rb060mm-40tftr-e,RB060MM-40TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NRVB130LSFT1G,diodes\Diode,,,1A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,380mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR130LSFT1-D.PDF,DIODE SCHOTTKY 30V 1A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,RB060MM-40TR,diodes\Diode,,,2A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,560mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB060MM-40/rb060mm-40-e,DIODE SCHOTTKY 40V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NRVB140SFT1G,diodes\Diode,,,1A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF,DIODE SCHOTTKY 40V 1A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,NRVB230LSFT1G,diodes\Diode,,,2A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,430mV @ 2A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR230LSFT1-D.PDF,DIODE SCHOTTKY 30V 2A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SBR2U60S1F-7,diodes\Diode,,"75pF @ 10V, 1MHz",2A,150µA @ 60V,,"Standard Recovery >500ns, > 200mA (Io)",60V,510mV @ 2A,,,SOD-123F,,,,https://www.diodes.com/assets/Datasheets/SBR2U60S1F.pdf,DIODE SBR 60V 2A SOD123F,Surface Mount,,2,-55°C ~ 175°C,,Diodes Incorporated,,,
DIODE,RB060MM-60TFTR,diodes\Diode,,,2A,50µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,610mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB060MM-60TF/rb060mm-60tftr-e,RB060MM-60TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RBR3MM40ATR,diodes\Diode,,,3A,80µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,620mV @ 3A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR3MM40A/rbr3mm40a-e,DIODE SCHOTTKY 40V 3A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB162MM-30TFTR,diodes\Diode,,,1A,100µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,520mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB162MM-30TF/rb162mm-30tftr-e,RB162MM-30TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SL26PL-TP,diodes\Diode,,,2A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,550mV @ 2A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SL24PL-SL210PL(SOD-123FL)-B.pdf,DIODE SCHOTTKY 2A 60V SOD-123FL,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,RBR2MM30ATFTR,diodes\Diode,,,2A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,530mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RBR2MM30ATF/rbr2mm30atftr-e,DIODE (RECTIFIER FRD) 30V-VR 2A-,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB060MM-30TFTR,diodes\Diode,,,2A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,490mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB060MM-30TF/rb060mm-30tftr-e,RB060MM-30TF IS THE HIGH RELIABI,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,SMD16PL-TP,diodes\Diode,,"110pF @ 4V, 1MHz",1A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 1A,,,SOD-123F,,,,https://www.mccsemi.com/pdf/Products/SMD15PL-SMD18PL(SOD-123FL).pdf,DIODE SCHOTTKY 60V 1A SOD123FL,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,RSX101MM-30TR,diodes\Diode,,,1A,200µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,390mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RSX101MM-30/rsx101mm-30-e,DIODE SCHOTTKY 30V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB160MM-40TR,diodes\Diode,,,1A,30µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,510mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-40/rb160mm-40-e,DIODE SCHOTTKY 40V 1A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,STPS2L40ZFY,diodes\Diode,,,2A,35µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,630mV @ 2A,,,SOD-123F,,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/81/f9/08/fa/4e/c8/46/78/DM00303510/files/DM00303510.pdf/jcr:content/translations/en.DM00303510.pdf,DIODE SCHOTTKY 40V 2A SOD123F,Surface Mount,,2,-40°C ~ 175°C,,STMicroelectronics,,,
DIODE,MBR120LSFT1G,diodes\Diode,,,1A,400µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,450mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR120LSFT1-D.PDF,DIODE SCHOTTKY 20V 1A SOD123L,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,RB168MM100TR,diodes\Diode,,,1A,400nA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,810mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB168MM100/rb168mm100-e,DIODE SCHOTTKY 100V 1A SOD123FL,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,NRVB120VLSFT1G,diodes\Diode,,,1A,15mA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,300mV @ 1A,,,SOD-123F,,,,http://www.onsemi.com/pub/Collateral/MBR120VLSFT1-D.PDF,DIODE SCHOTTKY 20V 1A SOD123,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,RB068MM-30TFTR,diodes\Diode,,,2A,800nA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,700mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM-30TF/rb068mm-30tftr-e,DIODE SCHOTTKY 30V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM-60TFTR,diodes\Diode,,,2A,1.5µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,765mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM-60TF/rb068mm-60tftr-e,DIODE SCHOTTKY 60V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB160MM-30TFTR,diodes\Diode,,,1A,50µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,480mV @ 1A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB160MM-30TF/rb160mm-30tftr-e,RB160MM-30TF IS THE HIGH RELIABI,Surface Mount,,2,125°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM-40TFTR,diodes\Diode,,,2A,550nA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,725mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM-40TF/rb068mm-40tftr-e,DIODE SCHOTTKY 40V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
DIODE,RB068MM100TFTR,diodes\Diode,,,2A,400nA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,870mV @ 2A,,,SOD-123F,,,,https://www.rohm.com/datasheet/RB068MM100TF/rb068mm100tftr-e,DIODE SCHOTTKY 100V 2A PMDU,Surface Mount,,2,150°C (Max),,Rohm Semiconductor,,,
