Part Type,Part Number,Schematic Part,Part Value,Type,ESR (Equivalent Series Resistance),Frequency,Frequency Stability,Frequency Tolerance,Load Capacitance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Crystal,NX3225SA-32M-EXS00A-02994,oscillators\Crystal_4P,32MHz,MHz Crystal,50 Ohms,32MHz,±15ppm,±10ppm,16pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA-32M-EXS00A-02994.pdf,CRYSTAL 32.0000MHZ 16PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-32MHZ-EXS00A-CS02368,oscillators\Crystal_4P,32MHz,MHz Crystal,50 Ohms,32MHz,±16ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA%20EXS00A-CS02368.pdf,CRYSTAL 32.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-40.000M-STD-CSR-1,oscillators\Crystal_4P,40MHz,MHz Crystal,50 Ohms,40MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf,CRYSTAL 40.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-12MHZ-STD-CSR-6,oscillators\Crystal_4P,12MHz,MHz Crystal,100 Ohms,12MHz,±25ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX3225SA_e.pdf,CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-26.000000MHZ-G4,oscillators\Crystal_4P,26MHz,MHz Crystal,50 Ohms,26MHz,±10ppm,±10ppm,10pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data Sheets/NDK PDFs/NX3225SA-26.000000MHz-G4.pdf,CRYSTAL 26.0000MHZ 10PF SMD,Surface Mount,0.028 (0.70mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-16.000000MHZ-T1,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±10ppm,±10ppm,10pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data Sheets/NDK PDFs/NX3225SA-16.000000MHz-T1.pdf,CRYSTAL 16.0000MHZ 10PF SMD,Surface Mount,0.028 (0.70mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-16.000000MHZ-B3,oscillators\Crystal_4P,16MHz,MHz Crystal,80 Ohms,16MHz,±15ppm,±10ppm,7.2pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data Sheets/NDK PDFs/NX3225SA-16.000000MHz-B3.pdf,CRYSTAL 16.0000MHZ 7.2PF SMD,Surface Mount,0.028 (0.70mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-20.000000MHZ-B2,oscillators\Crystal_4P,20MHz,MHz Crystal,80 Ohms,20MHz,±15ppm,±10ppm,7.2pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data Sheets/NDK PDFs/NX3225SA-20.000000MHz-B2.pdf,CRYSTAL 20.0000MHZ 7.2PF SMD,Surface Mount,0.028 (0.70mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-30°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-39.000000MHZ-B4,oscillators\Crystal_4P,39MHz,MHz Crystal,50 Ohms,39MHz,±10ppm,±10ppm,12pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data Sheets/NDK PDFs/NX3225SA-39.000000MHz-B4.pdf,CRYSTAL 39.0000MHZ 12PF SMD,Surface Mount,0.028 (0.70mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-12.000M-STD-CSR-1,oscillators\Crystal_4P,12MHz,MHz Crystal,100 Ohms,12MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf,CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-20.000M-STD-CRS-2,oscillators\Crystal_4P,20MHz,MHz Crystal,100 Ohms,20MHz,±50ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX3225SA-STD-CRS-2_e.pdf,CRYSTAL 20.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 125°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-16.000M-STD-CRS-2,oscillators\Crystal_4P,16MHz,MHz Crystal,120 Ohms,16MHz,±50ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX3225SA-STD-CRS-2_e.pdf,CRYSTAL 16.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 125°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-26.000M-STD-CSR-1,oscillators\Crystal_4P,26MHz,MHz Crystal,50 Ohms,26MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf,CRYSTAL 26.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-25.000M-STD-CSR-6,oscillators\Crystal_4P,25MHz,MHz Crystal,50 Ohms,25MHz,±25ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX3225SA_e.pdf,CRYSTAL 25.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-25.000M-STD-CRS-2,oscillators\Crystal_4P,25MHz,MHz Crystal,100 Ohms,25MHz,±50ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX3225SA-STD-CRS-2_e.pdf,CRYSTAL 25.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 125°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-25.000M-STD-CSR-3,oscillators\Crystal_4P,25MHz,MHz Crystal,50 Ohms,25MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA_STD-CSR-3.pdf,CRYSTAL 25.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-114.285MHZ-EXS00A-CS06528,oscillators\Crystal_4P,114.285MHz,MHz Crystal,80 Ohms,114.285MHz,±20ppm,±20ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA-114.285MHZ-EXS00A-CS06528.pdf,CRYSTAL 114.2850MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-20.000M-STD-CSR-1,oscillators\Crystal_4P,20MHz,MHz Crystal,50 Ohms,20MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf,CRYSTAL 20.0000MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX3225SA-24.576M-STD-CSR-1,oscillators\Crystal_4P,24.576MHz,MHz Crystal,50 Ohms,24.576MHz,±15ppm,±15ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf,CRYSTAL 24.5760MHZ 8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 75°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-16.384000MHZ-LN-CD-1,oscillators\Crystal,16.384MHz,MHz Crystal,120 Ohms,16.384MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 16.3840MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-13.56M-STD-CSK-4,oscillators\Crystal,13.56MHz,MHz Crystal,100 Ohms,13.56MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 13.5600MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-27M-STD-CSK-4,oscillators\Crystal,27MHz,MHz Crystal,50 Ohms,27MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 27.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-8MHZ-EXS00A-CG07039,oscillators\Crystal,8MHz,MHz Crystal,300 Ohms,8MHz,±30ppm,±20ppm,18pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA-8MHz-EXS00A-CG07039.pdf,CRYSTAL 8MHZ 18PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-14.31818M-STD-CSK-4,oscillators\Crystal,14.31818MHz,MHz Crystal,100 Ohms,14.31818MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 14.31818MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12.288000MHZ-LN-CD-1,oscillators\Crystal,12.288MHz,MHz Crystal,120 Ohms,12.288MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 12.2880MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-13.560000MHZ-LN-CD-1,oscillators\Crystal,13.56MHz,MHz Crystal,120 Ohms,13.56MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 13.5600MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12MHZ-STD-CSK-4,oscillators\Crystal,12MHz,MHz Crystal,100 Ohms,12MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-16MHZ-STD-CSK-8,oscillators\Crystal,16MHz,MHz Crystal,120 Ohms,16MHz,±50ppm,±30ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA-STD-CSK-8_e.pdf,CRYSTAL 16.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-10.000000MHZ-LN-CD-1,oscillators\Crystal,10MHz,MHz Crystal,120 Ohms,10MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 10.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-10.000M-STD-CSU-1,oscillators\Crystal,10MHz,MHz Crystal,150 Ohms,10MHz,±150ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,"//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA_STD-CSU-1,-2.pdf",CRYSTAL 10.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 150°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-40.000000MHZ-LN-CD-1,oscillators\Crystal,40MHz,MHz Crystal,50 Ohms,40MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 40.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-25MHZ-EXS00A-CG07041,oscillators\Crystal,25MHz,MHz Crystal,70 Ohms,25MHz,±30ppm,±20ppm,18pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA-25MHz-EXS00A-CG07041.pdf,CRYSTAL 25MHZ 18PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12.288M-STD-CSK-4,oscillators\Crystal,12.288MHz,MHz Crystal,100 Ohms,12.288MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 12.2880MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-20.000M-STD-CSK-4,oscillators\Crystal,20MHz,MHz Crystal,50 Ohms,20MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 20.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-25.000000MHZ-LN-CD-1,oscillators\Crystal,25MHz,MHz Crystal,70 Ohms,25MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 25.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-16.000000MHZ-LN-CD-1,oscillators\Crystal,16MHz,MHz Crystal,120 Ohms,16MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 16.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-24.000000MHZ-LN-CD-1,oscillators\Crystal,24MHz,MHz Crystal,70 Ohms,24MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 24.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-27.000000MHZ-LN-CD-1,oscillators\Crystal,27MHz,MHz Crystal,70 Ohms,27MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 27.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12.000000MHZ-LN-CD-1,oscillators\Crystal,12MHz,MHz Crystal,120 Ohms,12MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-48.000000MHZ-LN-CD-1,oscillators\Crystal,48MHz,MHz Crystal,50 Ohms,48MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 48.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-8.000M-STD-CSU-1,oscillators\Crystal,8MHz,MHz Crystal,300 Ohms,8MHz,±150ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,"//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA_STD-CSU-1,-2.pdf",CRYSTAL 8.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 150°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-25.000M-STD-CSK-4,oscillators\Crystal,25MHz,MHz Crystal,50 Ohms,25MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 25.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12MHZ-STD-CSK-8,oscillators\Crystal,12MHz,MHz Crystal,120 Ohms,12MHz,±50ppm,±30ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA-STD-CSK-8_e.pdf,CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 85°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-16MHZ-STD-CSK-4,oscillators\Crystal,16MHz,MHz Crystal,50 Ohms,16MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 16.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-16.000M-STD-CSU-2,oscillators\Crystal,16MHz,MHz Crystal,120 Ohms,16MHz,±150ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,"//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA_STD-CSU-1,-2.pdf",CRYSTAL 16.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 150°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-12.000M-STD-CSU-2,oscillators\Crystal,12MHz,MHz Crystal,150 Ohms,12MHz,±150ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,"//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA_STD-CSU-1,-2.pdf",CRYSTAL 12.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 150°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-20.000M-STD-CSU-2,oscillators\Crystal,20MHz,MHz Crystal,100 Ohms,20MHz,±150ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,"//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA_STD-CSU-1,-2.pdf",CRYSTAL 20.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-40°C ~ 150°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-20.000000MHZ-LN-CD-1,oscillators\Crystal,20MHz,MHz Crystal,70 Ohms,20MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 20.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-30.000000MHZ-LN-CD-1,oscillators\Crystal,30MHz,MHz Crystal,50 Ohms,30MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 30.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-32.000000MHZ-LN-CD-1,oscillators\Crystal,32MHz,MHz Crystal,50 Ohms,32MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA.pdf,CRYSTAL 32.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-10.000M-STD-CSK-3,oscillators\Crystal,10MHz,MHz Crystal,100 Ohms,10MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX5032GA_e.pdf,CRYSTAL 10.0000MHZ 8PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX5032GA-24MHZ-EXS00A-CG07040,oscillators\Crystal,24MHz,MHz Crystal,70 Ohms,24MHz,±30ppm,±30ppm,18pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX5032GA-24MHz-EXS00A-CG07040.pdf,CRYSTAL 24MHZ 18PF SMD,Surface Mount,0.059 (1.50mm),0.197 L x 0.126 W (5.00mm x 3.20mm),,-20°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX8045GB-8.000M-STD-CSF-4,oscillators\Crystal,8MHz,MHz Crystal,200 Ohms,8MHz,±30ppm,±20ppm,8pF,,,"2-SMD, No Lead",,,,http://www.ndk.com/images/products/catalog/c_NX8045GB-STD-CSF-4_e.pdf,CRYSTAL 8.0000MHZ 8PF SMD,Surface Mount,0.079 (2.00mm),0.315 L x 0.177 W (8.00mm x 4.50mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX8045GB-18.432000MHZ,oscillators\Crystal,18.432MHz,MHz Crystal,50 Ohms,18.432MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,CRYSTAL 18.4320MHZ 8PF SMD,Surface Mount,0.079 (2.00mm),0.315 L x 0.177 W (8.00mm x 4.50mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX8045GB-30.000000MHZ,oscillators\Crystal,30MHz,MHz Crystal,50 Ohms,30MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,CRYSTAL 30.0000MHZ 8PF SMD,Surface Mount,0.079 (2.00mm),0.315 L x 0.177 W (8.00mm x 4.50mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
Crystal,NX8045GB-40.000000MHZ,oscillators\Crystal,40MHz,MHz Crystal,50 Ohms,40MHz,±50ppm,±50ppm,8pF,,,"2-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX8045GB.pdf,CRYSTAL 40.0000MHZ 8PF SMD,Surface Mount,0.079 (2.00mm),0.315 L x 0.177 W (8.00mm x 4.50mm),,-10°C ~ 70°C,,"NDK America, Inc.",,,
